lncRNA,Drug,DrugBank_ID
RP11-90P5.2,Panobinostat,DB06603
RP11-91H12.3,Panobinostat,DB06603
RP11-92C4.3,Oxaliplatin,DB00526
RP11-92J19.3,Panobinostat,DB06603
RP11-932O9.10,Dexamethasone,DB01234
RP11-933H2.4,Panobinostat,DB06603
RP11-939C17.2,Panobinostat,DB06603
RP11-93B14.5,Pravastatin,DB00175
RP11-93B14.9,Oxaliplatin,DB00526
RP11-941F15.1,Panobinostat,DB06603
RP11-946L16.1,Panobinostat,DB06603
RP11-94B19.7,Panobinostat,DB06603
RP11-94C24.11,Pravastatin,DB00175
RP11-94C24.8,Panobinostat,DB06603
RP11-94I2.4,Panobinostat,DB06603
RP11-94M14.2,Panobinostat,DB06603
RP11-954J6.3,Panobinostat,DB06603
RP11-956E11.1,Cisplatin,DB00515
RP11-958J22.1,Panobinostat,DB06603
RP11-958J22.1,Pravastatin,DB00175
RP11-95H11.1,Dexamethasone,DB01234
RP11-96H17.1,Oxaliplatin,DB00526
RP11-96L14.7,Panobinostat,DB06603
RP11-96L14.7,Cisplatin,DB00515
RP11-973F15.1,Panobinostat,DB06603
RP11-973N13.4,Panobinostat,DB06603
RP11-977G19.11,Panobinostat,DB06603
RP11-977G19.12,Panobinostat,DB06603
RP11-977G19.14,Panobinostat,DB06603
RP11-982M15.5,Oxaliplatin,DB00526
RP11-982M15.7,Panobinostat,DB06603
RP11-982M15.8,Ginsenoside Rg1,DB06750
RP11-983C2.2,Pravastatin,DB00175
RP11-983P16.4,Panobinostat,DB06603
RP11-989E6.10,Panobinostat,DB06603
RP11-989E6.3,Panobinostat,DB06603
RP11-98D18.16,Dexamethasone,DB01234
RP11-98D18.9,Panobinostat,DB06603
RP11-98G7.1,Panobinostat,DB06603
RP11-98I9.4,Panobinostat,DB06603
RP11-98J9.1,Panobinostat,DB06603
RP11-98J9.2,Panobinostat,DB06603
RP11-98L5.2,Panobinostat,DB06603
RP11-996F15.2,Panobinostat,DB06603
RP11-998D10.4,Panobinostat,DB06603
RP11-998D10.4,Dexamethasone,DB01234
RP11-999E24.3,Panobinostat,DB06603
RP11-9N20.3,Dexamethasone,DB01234
RP13-137A17.5,Panobinostat,DB06603
RP13-143G15.4,Oxaliplatin,DB00526
RP13-16H11.1,Panobinostat,DB06603
RP13-16H11.2,Panobinostat,DB06603
RP13-16H11.5,Panobinostat,DB06603
RP13-20L14.6,Panobinostat,DB06603
RP13-228J13.1,Panobinostat,DB06603
RP13-228J13.5,Panobinostat,DB06603
RP13-270P17.1,Panobinostat,DB06603
RP13-30A9.1,Panobinostat,DB06603
RP13-317D12.3,Panobinostat,DB06603
RP13-401N8.1,Panobinostat,DB06603
RP13-436F16.1,Panobinostat,DB06603
RP13-44L19.2,Panobinostat,DB06603
RP13-452N2.1,Panobinostat,DB06603
RP13-463N16.6,Panobinostat,DB06603
RP13-463N16.6,Olaparib,DB09074
RP13-467H17.1,Panobinostat,DB06603
RP13-467H17.1,Oxaliplatin,DB00526
RP13-492C18.2,Panobinostat,DB06603
RP13-49I15.5,Panobinostat,DB06603
RP13-507I23.1,Panobinostat,DB06603
RP13-507I23.1,Panobinostat,DB06603
RP13-516M14.1,Panobinostat,DB06603
RP13-516M14.4,Panobinostat,DB06603
RP13-530H6.2,Pravastatin,DB00175
RP13-582O9.5,Panobinostat,DB06603
RP13-614K11.1,Panobinostat,DB06603
RP13-614K11.2,Panobinostat,DB06603
RP13-631K18.5,Panobinostat,DB06603
RP13-638C3.4,Panobinostat,DB06603
RP13-650J16.1,Panobinostat,DB06603
RP13-726E6.1,Dexamethasone,DB01234
RP13-726E6.2,Panobinostat,DB06603
RP13-870H17.3,Panobinostat,DB06603
RP13-895J2.2,Panobinostat,DB06603
RP13-942N8.1,Panobinostat,DB06603
RP3-323P13.2,Panobinostat,DB06603
RP3-323P24.3,Panobinostat,DB06603
RP3-326I13.1,Olaparib,DB09074
RP3-332B22.1,Panobinostat,DB06603
RP3-340B19.3,Panobinostat,DB06603
RP3-355L5.4,Panobinostat,DB06603
RP3-388E23.2,Panobinostat,DB06603
RP3-388M5.9,Panobinostat,DB06603
RP3-395M20.12,Oxaliplatin,DB00526
RP3-395M20.8,Panobinostat,DB06603
RP3-398G3.5,Panobinostat,DB06603
RP3-399L15.1,Panobinostat,DB06603
RP3-399L15.3,Panobinostat,DB06603
RP3-399L15.3,Panobinostat,DB06603
RP3-405J10.2,Panobinostat,DB06603
RP3-406A7.7,Panobinostat,DB06603
RP3-406P24.3,Panobinostat,DB06603
RP3-406P24.4,Dexamethasone,DB01234
RP3-410C9.2,Panobinostat,DB06603
RP3-425P12.5,Panobinostat,DB06603
RP3-425P12.5,Dexamethasone,DB01234
RP3-428L16.2,Oxaliplatin,DB00526
RP3-428L16.2,Dexamethasone,DB01234
RP3-430A16.1,Panobinostat,DB06603
RP3-434P1.6,Panobinostat,DB06603
RP3-436N22.3,Panobinostat,DB06603
RP3-449H6.1,Panobinostat,DB06603
RP3-453P22.2,Panobinostat,DB06603
RP3-454B23.1,Panobinostat,DB06603
RP3-460G2.2,Panobinostat,DB06603
RP3-460G2.2,Dexamethasone,DB01234
RP3-462C17.1,Panobinostat,DB06603
RP3-467N11.1,Panobinostat,DB06603
RP3-468B3.3,Panobinostat,DB06603
RP3-470L22.1,Panobinostat,DB06603
RP3-473L9.4,Panobinostat,DB06603
RP3-483K16.4,Dexamethasone,DB01234
RP3-496C20.1,Panobinostat,DB06603
RP3-508I15.10,Panobinostat,DB06603
RP3-508I15.14,Panobinostat,DB06603
RP3-508I15.19,Panobinostat,DB06603
RP3-508I15.9,Panobinostat,DB06603
RP3-510D11.2,Panobinostat,DB06603
RP3-521E19.2,Panobinostat,DB06603
RP3-522J7.6,Panobinostat,DB06603
RP4-533D7.5,Panobinostat,DB06603
RP4-536B24.4,Panobinostat,DB06603
RP4-541C22.4,Pravastatin,DB00175
RP4-545C24.1,Panobinostat,DB06603
RP4-545L17.7,Panobinostat,DB06603
RP4-550H1.4,Panobinostat,DB06603
RP4-555L14.5,Panobinostat,DB06603
RP4-561L24.3,Panobinostat,DB06603
RP4-564F22.5,Oxaliplatin,DB00526
RP4-564F22.7,Oxaliplatin,DB00526
RP4-568F9.6,Panobinostat,DB06603
RP4-569M23.4,Dexamethasone,DB01234
RP4-583P15.10,Panobinostat,DB06603
RP4-584D14.5,Panobinostat,DB06603
RP4-591L5.1,Panobinostat,DB06603
RP4-591L5.2,Panobinostat,DB06603
RP4-598G3.1,Panobinostat,DB06603
RP4-607I7.1,Panobinostat,DB06603
RP4-610C12.1,Panobinostat,DB06603
RP4-610C12.3,Panobinostat,DB06603
RP4-613B23.1,Panobinostat,DB06603
RP4-614N24.1,Panobinostat,DB06603
RP4-616B8.4,Panobinostat,DB06603
RP4-622L5.7,Calycosin,
RP4-622L5.7,Calycosin,
RP4-625H18.2,Panobinostat,DB06603
RP4-625H18.2,Panobinostat,DB06603
RP4-630A11.3,Panobinostat,DB06603
RP4-635E18.6,Panobinostat,DB06603
RP4-635E18.6,Dexamethasone,DB01234
RP4-639F20.1,Panobinostat,DB06603
RP4-647J21.1,Dexamethasone,DB01234
RP4-651E10.4,Panobinostat,DB06603
RP4-655J12.3,Panobinostat,DB06603
RP4-655J12.4,Panobinostat,DB06603
RP4-657D16.6,Dexamethasone,DB01234
RP4-665J23.1,Panobinostat,DB06603
RP4-669L17.10,Panobinostat,DB06603
RP4-669L17.11,Panobinostat,DB06603
RP4-669L17.4,Panobinostat,DB06603
RP4-669L17.4,Panobinostat,DB06603
RP4-676L2.1,Oxaliplatin,DB00526
RP4-680D5.2,Panobinostat,DB06603
RP4-683M8.2,Panobinostat,DB06603
RP4-694A7.4,Panobinostat,DB06603
RP4-697K14.3,Panobinostat,DB06603
RP4-704D23.1,Panobinostat,DB06603
RP4-714D9.2,Panobinostat,DB06603
RP4-715N11.2,Panobinostat,DB06603
RP4-715N11.2,Pravastatin,DB00175
RP4-715N11.2-006,5alpha-Hydroxytriptolide,
RP4-717I23.3,Panobinostat,DB06603
RP4-726N1.2,Panobinostat,DB06603
RP4-734C18.1,Panobinostat,DB06603
RP4-734G22.3,Oxaliplatin,DB00526
RP4-735C1.6,Panobinostat,DB06603
RP4-740C4.7,Dexamethasone,DB01234
RP4-742C19.12,Panobinostat,DB06603
RP4-742C19.8,Panobinostat,DB06603
RP4-753D10.3,Panobinostat,DB06603
RP4-756H11.3,Panobinostat,DB06603
RP4-758J18.10,Panobinostat,DB06603
RP4-760C5.2,Panobinostat,DB06603
RP4-765C7.1,Panobinostat,DB06603
RP4-773N10.4,Panobinostat,DB06603
RP4-777D9.2,Panobinostat,DB06603
RP4-781K5.4,Panobinostat,DB06603
RP4-781K5.6,Panobinostat,DB06603
RP4-782L23.2,Panobinostat,DB06603
RP4-784A16.3,Panobinostat,DB06603
RP4-794H19.1,Panobinostat,DB06603
RP4-798A10.4,Panobinostat,DB06603
RP4-798A10.7,Panobinostat,DB06603
RP4-798C17.6,Panobinostat,DB06603
RP4-798C17.6,Panobinostat,DB06603
RP4-798P15.2,Panobinostat,DB06603
RP4-798P15.3,Oxaliplatin,DB00526
RP4-799P18.2,Panobinostat,DB06603
RP4-799P18.3,Panobinostat,DB06603
RP4-800G7.2,Panobinostat,DB06603
RP4-802A10.1,Dexamethasone,DB01234
RP4-803J11.2,Panobinostat,DB06603
RP4-816N1.7,Panobinostat,DB06603
RP4-816N1.7,Pravastatin,DB00175
RP5-1007M22.2,Panobinostat,DB06603
RP5-1010E17.1,Panobinostat,DB06603
RP5-1014C4.3,Panobinostat,DB06603
RP5-1018K9.1,Panobinostat,DB06603
RP5-1021I20.1,Panobinostat,DB06603
RP5-1022P6.5,Panobinostat,DB06603
RP5-1024N4.1,Panobinostat,DB06603
RP5-1029F21.3,Panobinostat,DB06603
RP5-1033H22.2,Panobinostat,DB06603
RP5-1033H22.2,Oxaliplatin,DB00526
RP5-1033H22.2,Dexamethasone,DB01234
RP5-1043L13.1,Panobinostat,DB06603
RP5-1050D4.3,Panobinostat,DB06603
RP5-1063M23.2,Panobinostat,DB06603
RP5-1100I6.1,Pravastatin,DB00175
RP5-1101C3.1,Oxaliplatin,DB00526
RP5-1103G7.4,Panobinostat,DB06603
RP5-1112D6.4,Panobinostat,DB06603
RP5-1113E3.3,Panobinostat,DB06603
RP5-1119A7.10,Panobinostat,DB06603
RP5-1125A11.1,Panobinostat,DB06603
RP5-1142A6.2,Panobinostat,DB06603
RP5-1142A6.3,Panobinostat,DB06603
RP5-1148A21.3,Dexamethasone,DB01234
RP5-1148A21.3,Olaparib,DB09074
RP5-1148A21.3-001,5alpha-Hydroxytriptolide,
RP5-1158E12.3,Panobinostat,DB06603
RP5-1158E12.3,Oxaliplatin,DB00526
RP5-1159O4.1,Oxaliplatin,DB00526
RP5-1160K1.3,Panobinostat,DB06603
RP5-1165K10.2,Dexamethasone,DB01234
RP5-1170K4.7,Panobinostat,DB06603
RP5-1171I10.4,Panobinostat,DB06603
RP5-1172A22.1,Panobinostat,DB06603
RP5-1180C10.2,Panobinostat,DB06603
RP5-1186N24.3,Oxaliplatin,DB00526
RP5-1187J4.11,Panobinostat,DB06603
RP5-821D11.7,Panobinostat,DB06603
RP5-839B4.7,Panobinostat,DB06603
RP5-839B4.7,Panobinostat,DB06603
RP5-845O24.8,Panobinostat,DB06603
RP5-848E13.3,Panobinostat,DB06603
RP5-850O15.4,Dexamethasone,DB01234
RP5-857K21.3,Panobinostat,DB06603
RP5-857K21.4,Panobinostat,DB06603
RP5-864K19.4,Panobinostat,DB06603
RP5-867C24.5,Panobinostat,DB06603
RP5-882C2.2,Panobinostat,DB06603
RP5-886K2.3,Panobinostat,DB06603
RP5-890E16.2,Panobinostat,DB06603
RP5-890O3.9,Panobinostat,DB06603
RP5-894A10.2,Panobinostat,DB06603
RP5-894A10.5,Panobinostat,DB06603
RP5-894A10.5,Pravastatin,DB00175
RP5-901A4.1,Panobinostat,DB06603
RP5-902P8.10,Panobinostat,DB06603
RP5-912I13.1,Panobinostat,DB06603
RP5-914P20.5,Panobinostat,DB06603
RP5-916L7.2,Panobinostat,DB06603
RP5-916O11.2,Dexamethasone,DB01234
RP5-921G16.1,Panobinostat,DB06603
RP5-940J5.6,Panobinostat,DB06603
RP5-942I16.1,Panobinostat,DB06603
RP5-943J3.1,Panobinostat,DB06603
RP5-955M13.3,Panobinostat,DB06603
RP5-956O18.3,Panobinostat,DB06603
RP5-956O18.3,Oxaliplatin,DB00526
RP5-963E22.4,Panobinostat,DB06603
RP5-963E22.5,Panobinostat,DB06603
RP5-971N18.3,Panobinostat,DB06603
RP5-977B1.7,Panobinostat,DB06603
RP5-981L23.1,Panobinostat,DB06603
RP5-982E9.1,Panobinostat,DB06603
RP5-983L19.2,Panobinostat,DB06603
RP5-986I17.2,Panobinostat,DB06603
RP5-991G20.4,Panobinostat,DB06603
RP5-995J12.2,Panobinostat,DB06603
RP5-997D16.2,Panobinostat,DB06603
RP5-998N21.4,Panobinostat,DB06603
RP5-998N21.7,Panobinostat,DB06603
RP6-102O10.1,Panobinostat,DB06603
RP6-109B7.2,Panobinostat,DB06603
RP6-201G10.2,Dexamethasone,DB01234
RP6-65G23.3,Panobinostat,DB06603
RP6-74O6.3,Panobinostat,DB06603
RP9P,Panobinostat,DB06603
RPL10P1,Ginsenoside Rg3,
RPL10P12,Ginsenoside Rg3,
RPL12P12,Ginsenoside Rg3,
RPL12P8,Ginsenoside Rg3,
RPL18AP16,Ginsenoside Rg3,
RPL21P51,Ginsenoside Rg3,
RPL22P16,Ginsenoside Rg3,
RPL22P19,Panobinostat,DB06603
RPL23AP82,Panobinostat,DB06603
RPL29P26,Ginsenoside Rg3,
RPL29P5,Ginsenoside Rg3,
RPL32P1,Ginsenoside Rg3,
RPL32P28,Ginsenoside Rg3,
RPL32P34,Ginsenoside Rg3,
RPL34-AS1,Panobinostat,DB06603
RPL35AP21,Ginsenoside Rg3,
RPL7AP20,Ginsenoside Rg3,
RPL7AP31,Ginsenoside Rg3,
RPL7AP34,Ginsenoside Rg3,
RPL7AP50,Ginsenoside Rg3,
RPLP0P2,Panobinostat,DB06603
RPLP2-208,Tetraarsenic Oxide,
RPPH1,Panobinostat,DB06603
RPS10P5,Ginsenoside Rg3,
RPS11P6,Panobinostat,DB06603
RPS11P6,Pravastatin,DB00175
RPS15AP12,Ginsenoside Rg3,
RPS16P5,Dexamethasone,DB01234
RPS26P28,Ginsenoside Rg3,
RPS27P25,Panobinostat,DB06603
RPS29P16,Ginsenoside Rg3,
RPS4XP14,Ginsenoside Rg3,
RPS6KA2-IT1,Panobinostat,DB06603
RPSAP52,Panobinostat,DB06603
RRAGC-203,Tetraarsenic Oxide,
RRM1-AS1,Panobinostat,DB06603
RRN3P1,Panobinostat,DB06603
RRN3P2,Panobinostat,DB06603
RRP7B,Panobinostat,DB06603
RSBN1L-AS1,Panobinostat,DB06603
RUNX1-IT1,5alpha-Hydroxytriptolide,
RUSC1-AS1,Oxaliplatin,DB00526
RXFP1,Panobinostat,DB06603
RXRG,Panobinostat,DB06603
SACS-AS1,Panobinostat,DB06603
SAP30L,Panobinostat,DB06603
SAPCD1-AS1,Panobinostat,DB06603
SARS,Panobinostat,DB06603
SAT1-208,Tetraarsenic Oxide,
SBDSP1,Panobinostat,DB06603
SBF2-AS1,Dexamethasone,DB01234
SBP1,Panobinostat,DB06603
SCARNA10,Panobinostat,DB06603
SCARNA15,Oxaliplatin,DB00526
SCARNA9,Panobinostat,DB06603
SCDP1,Ginsenoside Rg3,
SDHAP1,Panobinostat,DB06603
SDHAP2,Panobinostat,DB06603
SDHAP3,Panobinostat,DB06603
SEC24B-AS1,Panobinostat,DB06603
SENCR,Berberine,DB04115
SEPSECS-AS1,Dexamethasone,DB01234
SEPT5-GP1BB,Panobinostat,DB06603
SERPINA13,Panobinostat,DB06603
SERPINB1-202,Tetraarsenic Oxide,
SERPINE2,5alpha-Hydroxytriptolide,
SFTA1P,Panobinostat,DB06603
SGO1-213,Tetraarsenic Oxide,
SH3BP5-AS1,Dexamethasone,DB01234
SH3GL3,Panobinostat,DB06603
SH3PXD2A-AS1,Oxaliplatin,DB00526
SHMT2,Panobinostat,DB06603
SIKE1,Panobinostat,DB06603
SIX3-AS1,Panobinostat,DB06603
SLC16A7,5alpha-Hydroxytriptolide,
SLC25A5-AS1,Panobinostat,DB06603
SLC26A4-AS1,Panobinostat,DB06603
SLC2A1-AS1,Panobinostat,DB06603
SLC4A8,Panobinostat,DB06603
SLC6A8-207,Tetraarsenic Oxide,
SLC7A11-AS1,Panobinostat,DB06603
SLC7A7,5alpha-Hydroxytriptolide,
SLC9A7P1,Panobinostat,DB06603
SLIRP,Panobinostat,DB06603
SLIT2-IT1,Panobinostat,DB06603
SMA4,Panobinostat,DB06603
SMA5,Panobinostat,DB06603
SMA5,Panobinostat,DB06603
SMA5,Ginsenoside Rg3,
SMAD5-AS1,Dexamethasone,DB01234
SMC4-213,Tetraarsenic Oxide,
SMC5-AS1,Dexamethasone,DB01234
SMC5-AS1,Olaparib,DB09074
SMCR2,Panobinostat,DB06603
SMPD4P1,Panobinostat,DB06603
SNAPC2,Panobinostat,DB06603
SND1-IT1,Panobinostat,DB06603
SNHG1,Panobinostat,DB06603
SNHG1,Panobinostat,DB06603
SNHG1,1-Methyl-4-Phenylpyridine,
SNHG1,Doxorubicin,DB00997
SNHG1,Olaparib,DB09074
SNHG1,Tetraarsenic Oxide,
SNHG10,Panobinostat,DB06603
SNHG10,Oxaliplatin,DB00526
SNHG11,Panobinostat,DB06603
SNHG11,Panobinostat,DB06603
SNHG12,Panobinostat,DB06603
SNHG15,Cycloheximide,
SNHG15,Panobinostat,DB06603
SNHG15,Olaparib,DB09074
SNHG15,Cisplatin,DB00515
SNHG16,Bupivacaine,DB00297
SNHG16,Resveratrol,DB02709
SNHG29,Simvastatin,DB00641
SNHG3,Dexamethasone,DB01234
SNHG4,Panobinostat,DB06603
SNHG4,Dexamethasone,DB01234
SNHG4,Olaparib,DB09074
SNHG5,Panobinostat,DB06603
SNHG6,Panobinostat,DB06603
SNHG6,Oxaliplatin,DB00526
SNHG7,Panobinostat,DB06603
SNHG7,Oxaliplatin,DB00526
SNHG8,Panobinostat,DB06603
SNHG8,Oxaliplatin,DB00526
SNHG9,Panobinostat,DB06603
SNORD3A,Panobinostat,DB06603
SNORD3A-001,5alpha-Hydroxytriptolide,
SNRK-AS1,Panobinostat,DB06603
SNX17,Panobinostat,DB06603
SORD,Panobinostat,DB06603
SOX2-OT,Panobinostat,DB06603
SOX2-OT,Panobinostat,DB06603
SOX2-OT,Doxorubicin,DB00997
SP1,Beta-Elemene,
SPATA1,Panobinostat,DB06603
SPATA3-AS1,Ruxolitinib,DB08877
SPDYE8P,5alpha-Hydroxytriptolide,
SPECC1L-ADORA2A,5alpha-Hydroxytriptolide,
SPIN3,Panobinostat,DB06603
SPRY4-IT1,Dexamethasone,DB01234
SPRYD7,Panobinostat,DB06603
SRD5A3-AS1,Panobinostat,DB06603
SRD5A3-AS1,Oxaliplatin,DB00526
SRD5A3-AS1,Dexamethasone,DB01234
SRGAP2B,Panobinostat,DB06603
SRGAP2B,Pravastatin,DB00175
SRGAP3-AS3,Panobinostat,DB06603
SRRM2-AS1,Ginsenoside Rg3,
SRSF1,Panobinostat,DB06603
SRSF10,Panobinostat,DB06603
SRSF2,Panobinostat,DB06603
SRSF6,Panobinostat,DB06603
SRSF6-206,Tetraarsenic Oxide,
SSR4P1,Panobinostat,DB06603
SSTR5-AS1,Panobinostat,DB06603
ST3GAL3,Cisplatin,DB00515
ST3GAL6-AS1,Dexamethasone,DB01234
ST7-AS1,Panobinostat,DB06603
ST7-AS2,Panobinostat,DB06603
STAG3L1,Panobinostat,DB06603
STAG3L2,Panobinostat,DB06603
STARD13-AS,Dexamethasone,DB01234
STEAP2-AS1,Panobinostat,DB06603
STIP1-208,Tetraarsenic Oxide,
STK16P1,Ginsenoside Rg3,
STMN1-207,Tetraarsenic Oxide,
STX16-NPEPL1,Panobinostat,DB06603
STX17-AS1,Oxaliplatin,DB00526
STX1A-211,Tetraarsenic Oxide,
STX8,Panobinostat,DB06603
STXBP5-AS1,Oxaliplatin,DB00526
SUCLA2-AS1,Panobinostat,DB06603
SUCLG2-AS1,Oxaliplatin,DB00526
SUMO1P3,Yk-4-279,
SUPT4H1-205,Tetraarsenic Oxide,
SYAP1,Panobinostat,DB06603
SYNE1-AS1,Panobinostat,DB06603
TAC3,Panobinostat,DB06603
tAKR,Panobinostat,DB06603
TARS,Panobinostat,DB06603
TAS2R64P,Panobinostat,DB06603
TBC1D3P5,Panobinostat,DB06603
TBC1D3P5,Panobinostat,DB06603
TCAF2P1,Dexamethasone,DB01234
TCAM1P,Panobinostat,DB06603
TCEA1-209,Tetraarsenic Oxide,
TCEAL3-AS1,Panobinostat,DB06603
TCL1A,Panobinostat,DB06603
TCONS_00003286,Everolimus,DB01590
TCONS_00004466,Oxaliplatin,DB00526
TCONS_00010989,Cisplatin,DB00515
TCONS_00011960,Cisplatin,DB00515
TCONS_00019861,Cisplatin,DB00515
TCONS_00026294,Oxaliplatin,DB00526
TCONS_00027385,Cisplatin,DB00515
TCONS_00028253,Oxaliplatin,DB00526
TCONS_00028472,Oxaliplatin,DB00526
TCRA,Panobinostat,DB06603
TCRB,Panobinostat,DB06603
TERC,Sorafenib,DB00398
TEX26-AS1,Panobinostat,DB06603
TEX264,Panobinostat,DB06603
TFAM,Panobinostat,DB06603
THAP7-AS1,Panobinostat,DB06603
THAP7-AS1,Dexamethasone,DB01234
THRB-AS1,Calycosin,
THRB-AS1,Calycosin,
THSD1P1,Panobinostat,DB06603
THTPA,Panobinostat,DB06603
TIPARP-AS1,Panobinostat,DB06603
TM4SF1-AS1,Panobinostat,DB06603
TM4SF19-AS1,Panobinostat,DB06603
TMCO5B,Panobinostat,DB06603
TMED10P1,Ginsenoside Rg3,
TMEM106A-AS1,Panobinostat,DB06603
TMEM11,Panobinostat,DB06603
TMEM161B-AS1,Panobinostat,DB06603
TMEM161B-AS1,Dexamethasone,DB01234
TMEM161B-AS1,Sorafenib,DB00398
TMEM165,Panobinostat,DB06603
TMEM165,Pravastatin,DB00175
TMEM191A,Panobinostat,DB06603
TMEM222,Panobinostat,DB06603
TMEM41B,Panobinostat,DB06603
TMEM44-AS1,Panobinostat,DB06603
TMEM50B,Panobinostat,DB06603
TMEM92-AS1,Dexamethasone,DB01234
TMPO-207,Tetraarsenic Oxide,
TMPO-AS1,Panobinostat,DB06603
TMPO-AS1,Propofol,DB00818
TMPRSS7,Panobinostat,DB06603
TMX2,Panobinostat,DB06603
TNFRSF10B,5alpha-Hydroxytriptolide,
TNFSF10,Panobinostat,DB06603
TP53TG1,Panobinostat,DB06603
TP73-AS1,Panobinostat,DB06603
TPRG1-AS1,Panobinostat,DB06603
TPRG1-AS1,Dexamethasone,DB01234
TPT1-AS1,Panobinostat,DB06603
TPT1-AS1,Panobinostat,DB06603
TPT1-AS1,Tetraarsenic Oxide,
TPTE2P1,Panobinostat,DB06603
TPTE2P6,Panobinostat,DB06603
TPTE2P6,Panobinostat,DB06603
TPTEP1,Panobinostat,DB06603
TRAF3IP2-AS1,Panobinostat,DB06603
TRAPPC1,Panobinostat,DB06603
TRHDE-AS1,Panobinostat,DB06603
TRHDE-AS1,Astragaloside Iv,
TRIAP1-201,Tetraarsenic Oxide,
TRIB2,5alpha-Hydroxytriptolide,
TRIM27-207,Tetraarsenic Oxide,
TRIM36-IT1,Dexamethasone,DB01234
TRIM43B,Panobinostat,DB06603
TRIM72,Panobinostat,DB06603
TRPC2,Panobinostat,DB06603
TRPM2,Panobinostat,DB06603
TSG1,Panobinostat,DB06603
TSNAX-DISC1,Panobinostat,DB06603
TSPY26P,Panobinostat,DB06603
TTC28-AS1,Panobinostat,DB06603
TTC28-AS1,Dexamethasone,DB01234
TTC28-AS1,Pravastatin,DB00175
TTLL3,Panobinostat,DB06603
TTTY14,Panobinostat,DB06603
TTTY15,Panobinostat,DB06603
TTTY1B,Panobinostat,DB06603
TTTY4,Panobinostat,DB06603
TTTY5,Panobinostat,DB06603
TTTY6,Panobinostat,DB06603
TTTY6,Pravastatin,DB00175
TUBA4B,Panobinostat,DB06603
TUBBP1,Panobinostat,DB06603
TUBBP5,Panobinostat,DB06603
TUC338,Sorafenib,DB00398
TUFMP1,Ginsenoside Rg3,
TUG1,Sorafenib,DB00398
TUG1,Emodin,DB07715
TUG1,Metformin,DB00331
TUG1,Metformin,DB00331
TUNAR,Progesterone,DB00396
TUSC7,Propofol,DB00818
TYW3,Panobinostat,DB06603
U47924.27,Panobinostat,DB06603
U47924.31,Dexamethasone,DB01234
U50535,Panobinostat,DB06603
U73166.2,Panobinostat,DB06603
U91319.1,Panobinostat,DB06603
U91328.20,Dexamethasone,DB01234
U95743.1,Panobinostat,DB06603
UBAC2-AS1,Panobinostat,DB06603
UBE2E1-208,Tetraarsenic Oxide,
UBE2E1-AS1,Panobinostat,DB06603
UBE2Q2P1,Panobinostat,DB06603
UBE2Q2P2,Dexamethasone,DB01234
UBE2V1,Panobinostat,DB06603
uc.110,Panobinostat,DB06603
uc.121,Panobinostat,DB06603
uc.124,Panobinostat,DB06603
uc.146,Panobinostat,DB06603
uc.160,Panobinostat,DB06603
uc.182,Dexamethasone,DB01234
uc.187,Panobinostat,DB06603
uc.19,Dexamethasone,DB01234
uc.195,Dexamethasone,DB01234
uc.198,Panobinostat,DB06603
uc.199,Panobinostat,DB06603
uc.229,Panobinostat,DB06603
uc.236,Panobinostat,DB06603
uc.241,Panobinostat,DB06603
uc.244,Panobinostat,DB06603
uc.254,Panobinostat,DB06603
uc.275,Dexamethasone,DB01234
uc.284,Panobinostat,DB06603
uc.316,Panobinostat,DB06603
uc.339,Panobinostat,DB06603
uc.392,Panobinostat,DB06603
uc.394,Panobinostat,DB06603
uc.431,Panobinostat,DB06603
uc.447,Panobinostat,DB06603
uc.448,Dexamethasone,DB01234
uc.470,Panobinostat,DB06603
uc.476,Panobinostat,DB06603
uc.51,Panobinostat,DB06603
uc.51,Panobinostat,DB06603
uc.75,Dexamethasone,DB01234
uc.76,Dexamethasone,DB01234
uc.77,Dexamethasone,DB01234
uc.87,Panobinostat,DB06603
uc.95,Panobinostat,DB06603
uc001dqd.1,Cisplatin,DB00515
uc001nvs.3,Cisplatin,DB00515
uc001ygz.2,Oxaliplatin,DB00526
uc002jdy.1,Oxaliplatin,DB00526
uc002mbe.2,Trichostatin A,DB04297
uc002mbe.2,Trichostatin A,DB04297
uc002wkq,"Anti-Benzo[A]Pyrene-Trans-7,8-Diol-9,10-Epoxide (Anti-Bpde)",
uc002wkq,"Anti-Benzo[A]Pyrene-Trans-7,8-Diol-9,10-Epoxide (Anti-Bpde)",
uc003hxs.3,Cisplatin,DB00515
uc003klp.2,Trichostatin A,DB04297
uc003klp.2,Trichostatin A,DB04297
uc003vhn.1,Oxaliplatin,DB00526
uc003xcr.3,Oxaliplatin,DB00526
uc009zhn.3,Cisplatin,DB00515
uc010czc.3,Oxaliplatin,DB00526
uc010kun.2,Cisplatin,DB00515
uc010shg.2,Cisplatin,DB00515
uc021rgk.1,Oxaliplatin,DB00526
uc021ufh.1,Oxaliplatin,DB00526
UCA1,Cisplatin,DB00515
UCA1,Tamoxifen,DB00675
UCA1,Tamoxifen,DB00675
UCA1,Tamoxifen,DB00675
UCA1,Imatinib,DB00619
UCA1,Tamoxifen,DB00675
UCKL1-AS1,Oxaliplatin,DB00526
UFSP2,Panobinostat,DB06603
UGT3A2,Panobinostat,DB06603
ULK4-IT1,Panobinostat,DB06603
ULK4-IT1,Pravastatin,DB00175
ULK4P2,Panobinostat,DB06603
